Computed reward for each iterations     &    depth of the search
10338     0.9766     2
10339     0.9952     3
10340     0.9840     3
10341     0.9789     3
10342     0.8711     2
10343     0.9962     3
10344     0.9810     4
10345     0.8896     3
10346     1.0000     5
10347     0.9635     2
10348     0.9550     4
10349     0.9962     3
10350     0.9952     5
10351     0.7163     3
10352     0.9766     2
10353     0.9647     4
10354     0.9817     3
10355     0.9680     3
10356     0.9904     3
10357     0.9360     3
10358     0.9684     3
10359     0.9930     3
10360     0.9263     3
10361     0.9962     3
10362     0.8391     1
10363     0.9635     2
10364     0.9610     3
10365     0.9810     4
10366     0.8711     2
10367     0.9766     2
10368     0.9739     3
10369     0.9962     3
10370     0.9805     5
10371     0.8966     3
10372     0.9796     4
10373     0.9968     4
10374     0.9930     3
10375     1.0000     5
10376     0.9766     2
10377     0.9635     2
10378     0.9760     4
10379     0.9838     3
10380     0.9483     3
10381     0.9919     4
10382     0.9660     4
10383     0.9404     3
10384     0.9673     4
10385     0.8880     3
10386     0.9968     4
10387     0.9766     2
10388     0.9930     3
10389     0.9639     3
10390     0.9789     4
10391     0.9903     5
10392     0.9643     3
10393     0.9635     2
10394     0.9610     5
10395     0.9808     2
10396     0.8237     2
10397     0.7917     2
10398     0.9231     2
10399     0.8981     2
10400     0.8526     2
10401     0.9350     2
10402     0.8555     2
10403     0.9594     2
10404     0.9458     2
10405     0.9071     2
10406     0.9279     2
10407     0.7567     2
10408     0.8873     2
10409     0.9205     2
10410     0.8319     2
10411     0.8880     2
10412     0.7650     2
10413     0.7701     2
10414     0.8208     2
10415     0.9675     2
10416     0.8944     2
10417     0.9583     2
10418     0.9745     2
10419     0.7837     2
10420     0.8229     2
10421     0.8235     2
10422     0.8670     2
10423     0.8848     2
10424     0.9696     2
10425     0.9167     2
10426     0.8288     2
10427     0.7740     2
10428     0.9630     2
10429     0.8831     2
10430     0.9357     2
10431     0.8567     2
10432     0.8950     2
10433     0.8374     2
10434     0.9107     2
10435     0.8542     2
10436     0.9097     2
10437     0.8558     2
10438     0.9372     2
10439     0.9082     2
10440     0.9026     2
10441     0.7827     2
10442     0.8696     2
10443     0.8760     2
10444     0.8766     2
10445     0.8798     2
10446     0.9503     2
10447     0.9627     2
10448     0.9227     2
10449     0.9295     2
10450     0.9824     2
10451     0.8470     2
10452     0.7778     2
10453     0.9022     2
10454     0.9542     2
10455     0.8628     2
10456     0.9568     2
10457     0.9042     2
10458     0.8567     2
10459     0.9376     2
10460     0.9688     2
10461     0.8588     2
10462     0.8173     2
10463     0.8486     2
10464     0.8470     2
10465     0.8683     2
10466     0.9259     2
10467     0.7552     2
10468     0.9259     2
10469     0.9024     2
10470     0.8061     2
10471     0.8490     2
10472     0.9562     2
10473     0.8446     2
10474     0.5451     1
10475     0.9007     2
10476     0.9552     2
10477     0.9328     2
10478     0.8245     2
10479     0.8862     2
10480     0.8352     2
10481     0.9205     2
10482     0.8420     2
10483     0.8798     2
10484     0.9327     2
10485     0.8654     2
10486     0.9391     2
10487     0.9185     2
10488     0.9308     2
10489     0.7984     2
10490     0.9356     2
10491     0.9659     2
10492     0.8489     2
10493     0.9968     2
10494     0.8263     2
10495     0.7857     2
10496     0.8681     2
10497     0.8681     2
10498     0.8681     2
10499     0.8681     2
10500     0.8681     2
10501     0.8681     2
10502     0.8681     2
10503     0.8681     2
10504     0.8681     2
10505     0.8681     2
10506     0.8681     2
10507     0.8681     2
10508     0.8681     2
10509     0.8681     2
10510     0.9803     4
10511     0.9967     4
10512     0.9796     4
10513     0.9805     4
10514     0.9872     4
10515     0.9409     4
10516     0.9631     4
10517     0.9936     4
10518     0.9351     4
10519     0.9156     4
10520     1.0000     4
10521     0.9962     3
10522     0.9967     4
10523     0.9962     3
10524     0.9855     4
10525     0.9962     3
10526     0.9952     4
10527     0.9962     3
10528     0.9726     4
10529     0.9962     3
10530     0.9962     3
10531     0.9643     4
10532     0.9962     3
10533     0.9728     4
10534     0.9962     3
10535     0.9968     4
10536     0.9962     3
10537     0.8681     2
10538     1.0000     4
10539     0.9962     3
10540     0.9824     4
10541     0.8681     2
10542     0.9962     3
10543     0.9984     4
10544     0.9962     3
10545     0.8681     2
10546     0.9728     4
10547     0.9962     3
10548     1.0000     4
10549     0.8681     2
10550     0.9962     3
10551     0.9962     3
10552     0.9936     4
10553     0.8681     2
10554     0.9962     3
10555     0.9854     4
10556     0.9962     3
10557     0.8681     2
10558     0.9968     4
10559     0.9962     3
10560     0.9779     4
10561     0.8681     2
10562     0.9962     3
10563     0.9758     4
10564     0.9984     3
10565     0.9375     3
10566     0.9614     3
10567     0.9517     3
10568     0.9183     3
10569     0.9360     3
10570     0.9615     3
10571     0.8638     3
10572     0.9581     3
10573     0.9737     3
10574     0.9261     3
10575     0.9549     3
10576     0.9833     3
10577     0.9900     3
10578     0.9833     3
10579     0.9503     3
10580     0.9984     3
10581     0.9984     3
10582     0.9726     3
10583     0.8983     3
10584     0.8502     3
10585     0.9287     3
10586     0.9015     3
10587     0.9983     3
10588     0.9903     3
10589     0.9533     3
10590     0.9533     3
10591     0.9824     3
10592     0.9885     3
10593     0.9808     3
10594     0.9677     3
10595     0.9881     3
10596     0.9787     3
10597     0.9847     3
10598     0.9599     3
10599     0.9311     3
10600     0.8958     3
10601     0.9962     3
10602     0.8681     2
10603     0.9900     3
10604     1.0000     4
10605     0.9456     3
10606     0.9962     3
10607     0.9261     4
10608     0.9072     3
10609     0.8681     2
10610     0.9962     3
10611     0.8974     3
10612     0.9934     4
10613     0.9728     4
10614     0.8681     2
10615     0.9661     3
10616     0.9984     4
10617     0.9776     4
10618     0.9712     3
10619     0.9597     4
10620     0.9819     3
10621     0.8681     2
10622     1.0000     4
10623     0.9519     3
10624     0.9552     4
10625     0.8523     3
10626     0.9869     4
10627     0.9869     4
10628     0.8681     2
10629     0.9869     4
10630     0.8831     3
10631     0.9869     4
10632     0.9869     4
10633     0.8681     2
10634     0.9869     4
10635     0.9726     3
10636     0.9869     4
10637     0.9678     3
10638     0.9869     4
10639     0.9228     3
10640     0.9869     4
10641     0.8681     2
10642     0.9869     4
10643     0.9886     3
10644     0.9869     4
10645     0.9491     3
10646     0.9869     4
10647     0.9869     4
10648     1.0000     3
10649     0.8681     2
10650     0.9869     4
10651     0.9630     3
10652     0.9875     5
10653     0.8736     3
10654     0.9663     5
10655     0.9779     5
10656     0.8681     2
10657     0.9903     5
10658     0.9614     3
10659     0.9838     5
10660     0.9678     3
10661     0.9567     5
10662     0.9758     3
10663     0.8681     2
10664     0.9660     5
10665     0.9792     3
10666     0.9792     5
10667     0.9776     3
10668     0.9951     5
10669     0.9968     5
10670     0.8391     1
10671     0.9399     3
10672     0.8681     2
10673     0.9018     1
10674     0.6448     1
10675     0.9392     3
10676     0.8934     3
10677     0.8783     3
10678     0.9791     3
10679     0.8926     3
10680     0.9726     5
10681     0.9984     5
10682     0.9439     5
10683     0.9810     4
10684     0.9708     4
10685     0.8711     2
10686     0.9805     5
10687     0.8391     1
10688     0.9766     2
10689     0.9163     3
10690     0.9930     3
10691     0.9205     3
10692     0.9696     3
10693     0.9962     3
10694     0.9739     3
10695     1.0000     5
10696     0.9648     5
10697     0.9635     2
10698     0.9775     4
10699     0.9984     5
10700     0.8003     3
10701     0.9547     3
10702     0.9823     3
10703     0.8640     3
10704     0.9766     2
10705     0.9694     3
10706     0.9597     3
10707     0.9679     4
10708     0.9962     3
10709     0.9136     3
10710     0.9930     3
10711     0.9388     3
10712     0.9775     4
10713     0.9647     4
10714     0.9968     4
10715     0.9635     2
10716     0.9766     2
10717     0.9599     3
10718     0.8681     2
10719     0.9684     3
10720     0.9791     5
10721     0.8711     2
10722     0.9279     3
10723     0.9869     4
10724     0.9659     5
10725     0.9930     3
10726     0.9766     2
10727     0.8391     1
10728     0.9901     5
10729     0.9663     3
10730     0.9635     2
10731     0.9323     3
10732     0.9886     3
10733     0.9861     4
10734     0.9156     3
10735     0.9962     3
10736     0.8506     3
10737     0.9810     4
10738     0.9872     4
10739     0.9286     3
10740     0.9721     4
10741     0.9471     3
10742     0.9533     3
10743     0.9756     3
10744     0.9901     5
10745     0.9740     3
10746     0.9221     3
10747     0.9635     2
10748     0.9467     3
10749     0.9904     5
10750     0.9100     3
10751     0.9962     3
10752     0.9739     3
10753     0.9952     3
10754     0.9631     3
10755     0.9728     3
10756     0.9327     3
10757     0.9930     3
10758     0.9519     3
10759     0.9375     3
10760     0.9673     4
10761     0.9852     4
10762     0.9614     3
10763     0.9452     3
10764     0.9760     3
10765     0.9635     2
10766     0.8391     1
10767     0.3700     1
10768     0.7987     3
10769     0.8711     2
10770     0.8681     2
10771     0.7069     1
10772     0.9667     3
10773     0.9968     4
10774     0.9967     3
10775     1.0000     5
10776     0.9823     3
10777     0.9452     3
10778     0.9547     3
10779     0.9838     3
10780     0.9456     3
10781     0.9930     3
10782     0.9647     4
10783     0.9635     3
10784     0.9647     3
10785     0.9981     3
10786     0.9626     3
10787     0.9439     3
10788     0.9792     3
10789     0.9635     2
10790     0.9392     3
10791     0.9800     3
10792     0.9869     4
10793     0.9903     5
10794     0.9984     3
10795     1.0000     3
10796     0.9775     3
10797     0.9485     3
10798     0.9823     5
10799     0.9962     3
10800     0.9383     3
10801     0.9048     3
10802     0.9810     4
10803     0.8889     3
10804     0.9887     4
10805     0.9080     3
10806     0.8391     1
10807     0.9635     2
10808     0.9200     3
10809     0.9984     3
10810     0.9692     4
10811     0.9630     3
10812     0.9343     4
10813     0.9696     3
10814     0.9903     5
10815     0.8669     3
10816     0.9359     3
10817     0.8894     3
10818     0.9952     3
10819     0.9578     5
10820     0.9808     3
10821     0.9936     3
10822     0.9647     3
10823     0.8711     2
10824     0.9930     3
10825     0.9635     2
10826     0.9775     3
10827     0.8681     2
10828     0.9792     3
10829     0.9935     5
10830     0.9878     3
10831     0.9739     3
10832     0.9878     3
10833     0.9264     3
10834     0.9064     3
10835     0.9600     5
10836     0.9878     3
10837     0.9878     3
10838     1.0000     4
10839     0.9878     3
10840     0.9878     3
10841     0.9583     3
10842     0.9635     2
10843     0.9919     3
10844     0.7104     3
10845     0.8391     1
10846     0.9878     3
10847     0.9962     3
10848     0.8806     3
10849     0.9878     3
10850     0.9869     4
10851     0.9583     5
10852     0.9878     3
10853     0.9770     3
10854     0.9776     3
10855     0.9878     3
10856     0.9930     3
10857     0.9103     3
10858     0.9878     3
10859     0.9962     3
10860     0.9847     5
10861     0.9878     3
10862     0.9677     3
10863     0.9635     2
10864     0.9878     3
10865     0.9878     3
10866     0.9376     4
10867     0.9810     4
10868     0.9904     4
10869     0.9933     4
10870     0.9881     4
10871     0.9646     4
10872     0.9647     4
10873     0.9212     3
10874     0.9864     4
10875     0.9622     4
10876     0.9547     3
10877     0.9294     3
10878     0.9775     4
10879     0.9791     4
10880     0.9504     4
10881     0.8711     2
10882     0.9663     4
10883     0.9864     3
10884     0.9724     4
10885     0.9635     2
10886     0.8933     3
10887     0.9317     3
10888     0.8391     1
10889     0.9692     4
10890     0.9739     3
10891     0.9760     4
10892     0.9673     4
10893     0.9471     4
10894     0.9392     3
10895     0.9930     3
10896     0.9903     4
