Computed reward for each iterations     &    depth of the search
08940     0.9604     3
08941     0.9839     4
08942     0.9544     2
08943     0.8431     2
08944     0.9549     5
08945     0.9821     4
08946     0.9519     4
08947     0.9943     4
08948     0.9344     4
08949     0.9943     3
08950     0.9867     4
08951     0.9604     3
08952     0.8748     2
08953     0.9888     4
08954     0.9984     4
08955     0.9823     4
08956     0.9792     4
08957     0.9908     5
08958     1.0000     4
08959     0.9824     4
08960     0.9887     4
08961     0.9919     4
08962     0.9740     5
08963     0.9375     4
08964     0.9871     4
08965     0.9796     4
08966     0.8661     2
08967     0.9511     3
08968     0.8846     3
08969     0.9847     4
08970     0.9759     3
08971     0.8815     3
08972     0.9544     2
08973     0.9931     4
08974     0.9211     3
08975     1.0000     4
08976     0.9919     4
08977     0.9871     4
08978     0.9920     4
08979     0.9759     3
08980     0.9673     3
08981     0.9871     4
08982     0.9984     4
08983     0.9179     5
08984     0.9919     4
08985     0.9375     4
08986     0.9760     4
08987     0.9916     3
08988     0.9908     5
08989     0.9759     3
08990     0.9871     6
08991     0.9855     5
08992     0.9967     4
08993     0.9887     4
08994     1.0000     5
08995     0.8717     4
08996     0.9776     4
08997     0.8391     1
08998     1.0000     5
08999     0.9066     5
09000     0.9759     3
09001     0.9830     5
09002     0.9950     4
09003     0.9544     2
09004     0.9604     3
09005     0.9919     4
09006     0.9812     4
09007     0.9540     4
09008     0.9871     4
09009     0.9679     4
09010     0.8900     3
09011     0.9768     2
09012     0.9968     6
09013     0.9943     4
09014     0.9871     4
09015     0.9267     3
09016     0.9464     6
09017     0.9439     5
09018     1.0000     5
09019     0.9812     4
09020     0.9968     5
09021     0.9915     5
09022     0.9433     6
09023     0.9776     5
09024     0.9983     4
09025     0.9871     4
09026     0.9511     3
09027     0.9943     3
09028     1.0000     5
09029     0.9759     3
09030     0.9768     2
09031     0.9838     5
09032     0.9604     3
09033     0.9765     3
09034     0.9871     4
09035     0.9904     4
09036     0.9688     4
09037     0.8544     4
09038     0.9916     3
09039     0.9903     4
09040     0.9871     4
09041     0.9919     4
09042     0.9599     4
09043     0.9886     5
09044     0.9936     5
09045     0.9943     4
09046     1.0000     5
09047     1.0000     5
09048     0.9943     3
09049     0.8748     2
09050     0.9830     5
09051     0.9768     2
09052     0.9604     3
09053     0.9984     6
09054     0.9968     3
09055     0.9107     3
09056     0.9673     4
09057     0.9759     3
09058     0.9487     4
09059     0.9968     6
09060     0.9740     5
09061     0.9887     4
09062     0.9692     4
09063     0.9919     5
09064     0.9844     5
09065     0.9267     3
09066     0.9984     6
09067     0.9544     2
09068     0.9768     2
09069     0.8650     3
09070     0.9812     4
09071     0.9765     3
09072     0.9211     3
09073     0.9597     4
09074     0.9673     3
09075     0.9622     5
09076     0.9888     5
09077     0.9916     3
09078     0.8905     3
09079     0.9943     4
09080     0.9604     3
09081     0.8391     1
09082     0.9808     5
09083     0.9812     4
09084     0.9768     2
09085     0.9511     3
09086     0.9358     5
09087     0.9567     6
09088     0.8661     2
09089     0.9830     5
09090     1.0000     5
09091     0.8550     2
09092     0.8142     2
09093     0.9007     2
09094     0.8035     2
09095     0.9167     2
09096     0.8079     2
09097     0.9517     2
09098     0.8374     2
09099     0.9710     2
09100     0.7375     2
09101     0.9533     2
09102     0.8068     2
09103     0.8365     2
09104     0.9359     2
09105     0.7734     2
09106     0.7099     2
09107     0.7997     2
09108     0.8349     2
09109     0.8829     2
09110     0.8448     2
09111     0.8896     2
09112     0.8116     2
09113     0.9630     2
09114     0.7794     2
09115     0.9038     2
09116     0.7882     2
09117     0.8133     2
09118     0.8409     2
09119     0.8736     2
09120     0.9248     2
09121     0.7727     2
09122     0.8462     2
09123     0.8958     2
09124     0.8438     2
09125     0.9120     2
09126     0.9726     2
09127     0.8816     2
09128     0.8144     2
09129     0.8062     2
09130     0.8217     2
09131     0.8032     2
09132     0.8519     2
09133     0.8880     2
09134     0.8309     2
09135     0.7901     2
09136     0.9215     2
09137     0.8523     2
09138     0.8846     2
09139     0.7808     2
09140     0.8112     2
09141     0.8669     2
09142     0.7733     2
09143     0.9724     2
09144     0.7532     2
09145     0.8208     2
09146     0.7762     2
09147     0.9823     2
09148     0.9324     2
09149     0.8400     2
09150     0.9627     2
09151     0.8247     2
09152     0.8710     2
09153     0.9188     2
09154     1.0000     4
09155     0.9952     4
09156     0.9901     4
09157     0.9684     3
09158     0.9935     4
09159     1.0000     4
09160     0.9684     3
09161     0.9724     4
09162     0.9343     4
09163     0.9684     3
09164     0.9917     4
09165     0.9903     4
09166     0.9333     4
09167     0.9684     3
09168     0.9614     4
09169     0.9684     3
09170     0.9918     4
09171     0.9936     4
09172     0.9984     4
09173     0.9684     3
09174     0.9392     4
09175     0.9984     4
09176     0.9024     3
09177     0.9684     3
09178     0.8431     2
09179     0.9817     4
09180     0.9712     4
09181     0.9684     3
09182     0.9433     4
09183     0.8285     3
09184     0.8391     2
09185     0.9635     2
09186     0.8711     2
09187     0.9562     4
09188     0.9135     4
09189     0.8391     1
09190     0.9679     4
09191     0.9635     2
09192     0.9952     4
09193     0.9573     4
09194     0.9684     3
09195     0.8431     2
09196     0.8711     2
09197     0.9551     5
09198     0.9452     4
09199     1.0000     4
09200     0.9759     3
09201     0.9520     4
09202     0.9864     4
09203     0.8976     4
09204     1.0000     4
09205     0.9919     4
09206     0.9759     3
09207     0.7947     3
09208     0.9635     2
09209     0.9392     4
09210     0.8711     2
09211     0.9744     4
09212     0.8391     1
09213     1.0000     4
09214     0.9984     4
09215     0.9888     4
09216     0.9904     4
09217     0.9840     4
09218     0.9918     4
09219     0.9684     3
09220     0.9805     4
09221     0.8344     3
09222     0.9635     2
09223     0.9800     4
09224     0.9947     4
09225     0.9935     4
09226     0.9791     4
09227     0.9507     5
09228     0.9631     4
09229     0.8391     2
09230     0.9968     4
09231     1.0000     4
09232     0.9533     4
09233     0.9696     4
09234     0.9964     4
09235     0.9918     4
09236     0.9684     3
09237     0.9824     4
09238     0.8431     2
09239     0.8711     2
09240     0.9635     2
09241     0.9404     4
09242     0.9407     3
09243     0.9756     4
09244     0.8391     1
09245     0.9610     3
09246     0.8880     3
09247     0.9635     2
09248     0.8711     2
09249     0.9672     4
09250     0.9789     4
09251     0.9888     4
09252     0.9887     4
09253     0.9684     3
09254     0.9650     4
09255     0.9228     4
09256     0.9712     4
09257     0.9871     4
09258     0.9870     4
09259     0.9904     4
09260     0.9919     3
09261     0.7816     3
09262     0.9388     4
09263     0.8560     3
09264     0.8711     2
09265     0.9635     2
09266     0.9936     4
09267     0.8391     1
09268     0.9919     4
09269     0.9635     2
09270     0.9684     3
09271     0.9968     4
09272     0.9573     4
09273     0.9088     3
09274     0.9823     4
09275     0.9904     4
09276     0.8431     2
09277     0.8711     2
09278     0.9200     4
09279     0.8878     3
09280     0.9903     4
09281     0.9635     2
09282     0.8711     2
09283     0.9903     4
09284     0.9704     4
09285     0.9901     4
09286     0.9684     3
09287     0.8391     1
09288     0.9967     4
09289     0.9840     4
09290     0.9817     4
09291     0.9452     4
09292     0.9824     4
09293     0.8953     3
09294     0.9635     2
09295     0.9773     4
09296     0.9810     4
09297     0.9810     4
09298     0.9684     3
09299     0.9810     4
09300     0.9824     4
09301     0.9810     4
09302     0.9810     4
09303     0.8431     2
09304     0.9664     4
09305     0.8711     2
09306     0.9300     3
09307     0.9635     2
09308     0.9810     4
09309     0.8750     3
09310     0.9488     4
09311     0.8391     1
09312     0.9810     4
09313     0.8429     3
09314     0.8798     2
09315     0.4155     1
09316     0.9147     2
09317     0.9984     2
09318     0.8766     2
09319     0.9168     2
09320     0.9042     3
09321     0.9904     2
09322     0.8397     2
09323     0.8910     2
09324     0.8728     2
09325     0.9635     2
09326     0.9810     4
09327     0.9547     3
09328     0.8734     3
09329     0.7649     2
09330     0.9900     3
09331     0.9423     3
09332     0.9983     3
09333     0.9267     3
09334     0.9810     4
09335     0.9810     4
09336     1.0000     4
09337     0.9872     4
09338     0.9810     4
09339     0.9920     4
09340     0.9810     4
09341     1.0000     4
09342     0.9810     4
09343     0.9856     4
09344     0.9810     4
09345     0.9388     4
09346     0.9919     3
09347     0.9826     3
09348     0.9742     3
09349     0.9896     3
09350     0.9813     3
09351     0.9464     3
09352     0.9826     3
09353     0.9898     3
09354     0.9610     3
09355     0.9904     3
09356     0.9758     3
09357     0.9724     3
09358     0.9813     3
09359     0.9237     3
09360     0.9517     3
09361     0.9635     2
09362     0.9968     3
09363     0.9904     3
09364     0.9497     3
09365     0.9151     3
09366     0.9776     5
09367     0.9597     4
09368     0.8391     1
09369     0.9967     5
09370     0.9824     5
09371     0.8431     2
09372     0.9179     4
09373     0.8432     3
09374     0.8711     2
09375     0.9635     2
09376     1.0000     5
09377     0.9635     2
09378     0.9042     4
09379     0.9967     3
09380     0.9304     3
09381     0.9888     5
09382     0.9334     5
09383     0.8711     2
09384     0.8317     3
09385     0.8391     1
09386     0.9932     5
09387     0.8961     3
09388     0.9464     5
09389     0.9635     2
09390     0.9442     5
09391     0.9984     3
09392     0.9968     3
09393     0.9675     3
09394     0.8711     2
09395     0.9919     4
09396     0.9872     4
09397     0.9967     5
09398     0.9887     4
09399     0.9935     5
09400     0.9936     4
09401     0.9808     5
09402     0.9519     4
09403     0.9646     5
09404     0.9856     5
09405     0.8523     3
09406     1.0000     3
09407     0.8455     3
09408     0.9821     3
09409     0.9497     3
09410     1.0000     3
09411     0.8391     1
09412     0.9712     3
09413     0.9775     3
09414     0.8711     2
09415     0.9627     3
09416     0.9712     5
09417     0.9968     4
09418     0.9696     4
09419     0.9810     4
09420     0.8431     2
09421     0.9952     3
09422     0.9761     3
09423     0.9951     3
09424     0.9392     3
09425     1.0000     3
09426     0.9259     3
09427     0.9549     3
09428     0.8711     2
09429     0.8750     3
09430     1.0000     3
09431     0.9740     4
09432     0.9404     3
09433     0.9840     5
09434     0.9967     4
09435     0.9810     4
09436     0.9855     4
09437     0.9968     5
09438     1.0000     4
09439     0.9830     5
09440     0.9807     4
09441     0.9810     4
09442     0.9952     4
09443     0.9819     5
09444     0.8380     3
09445     0.8391     1
09446     0.9664     3
09447     0.9034     3
09448     0.9934     3
09449     0.9678     3
09450     0.9952     3
09451     0.8711     2
09452     0.9600     3
09453     0.9133     3
09454     0.9934     4
09455     0.9810     4
09456     0.9888     4
09457     0.9984     5
09458     0.8431     2
09459     1.0000     3
09460     0.9919     3
09461     0.9787     3
09462     0.9599     3
09463     0.9807     3
09464     0.8077     3
09465     0.9754     3
09466     0.8711     2
09467     0.9936     3
09468     0.9614     3
09469     0.8391     1
09470     0.9810     4
09471     0.9968     4
09472     0.9984     5
09473     0.9740     4
09474     0.9810     4
09475     0.9680     3
09476     1.0000     5
09477     0.9696     4
09478     0.9810     4
09479     0.9968     5
09480     0.9952     4
09481     0.9810     4
09482     0.9936     4
09483     0.9968     5
09484     0.9098     3
09485     0.9901     3
09486     0.9383     3
09487     0.9861     3
09488     1.0000     3
09489     0.9183     3
09490     0.9920     3
09491     1.0000     3
09492     0.8711     2
09493     0.9984     3
09494     0.9663     3
09495     0.9610     3
09496     0.8588     3
09497     0.9839     3
09498     0.9754     3
09499     0.8301     3
09500     0.9984     3
09501     0.8905     3
09502     0.8391     1
09503     0.9850     3
09504     0.9936     3
09505     0.9808     3
09506     0.9696     3
09507     0.9327     3
09508     0.9135     3
09509     0.9488     3
09510     0.9199     3
09511     0.8711     2
09512     0.9933     3
09513     0.9728     3
09514     0.7987     3
09515     0.8994     3
09516     0.9436     3
09517     0.8391     1
09518     0.9513     3
09519     0.9388     3
09520     0.9984     3
09521     0.9646     3
09522     0.9704     3
09523     0.9660     3
09524     0.9519     3
09525     0.9913     3
09526     0.9334     3
09527     0.9705     3
09528     0.9146     3
09529     0.9838     3
09530     0.8824     3
09531     0.9920     3
09532     0.9824     3
09533     0.9711     3
09534     0.8610     3
09535     0.9855     3
09536     0.9334     3
09537     0.9852     3
09538     1.0000     3
09539     0.8391     1
09540     0.9439     3
09541     0.9840     3
09542     0.8974     3
09543     0.9663     3
09544     0.9839     3
09545     0.8883     3
09546     0.9856     3
09547     0.9533     3
09548     0.9813     3
09549     0.9247     3
09550     0.9758     3
09551     0.8544     3
09552     0.9091     3
09553     0.9808     3
09554     0.9200     3
09555     0.9805     2
09556     0.9409     2
09557     0.9517     2
09558     0.9803     2
09559     0.9775     2
09560     0.9808     2
09561     0.9700     2
09562     0.9803     2
09563     0.9776     2
09564     0.9808     2
09565     0.9936     2
09566     0.9854     2
09567     0.8974     2
09568     0.9513     2
09569     0.9850     2
09570     0.9935     2
09571     0.9776     2
09572     0.9936     2
09573     0.9606     2
09574     0.9646     2
09575     0.9659     2
09576     0.9304     2
09577     0.9760     2
09578     0.9824     2
09579     0.9918     2
09580     0.9952     2
09581     0.9581     2
09582     0.9567     2
09583     0.9360     2
09584     0.9080     2
09585     0.9452     2
09586     0.9565     2
09587     0.9775     2
09588     0.9936     2
09589     0.9776     2
09590     0.9881     2
09591     0.9372     2
09592     0.9343     2
09593     0.9913     2
09594     0.9216     2
09595     0.9984     2
09596     0.8953     2
09597     0.9824     2
09598     0.9919     2
09599     0.9920     2
09600     0.9711     2
09601     0.9601     2
09602     0.9351     2
09603     0.9904     2
09604     0.9383     2
09605     0.9920     2
09606     0.9878     2
09607     0.9935     2
09608     0.9789     2
09609     0.9672     2
09610     0.9933     2
09611     0.8924     2
09612     0.9439     2
09613     0.9291     2
09614     0.9188     2
09615     0.9679     2
09616     0.9968     2
09617     0.9247     2
09618     0.9984     2
09619     0.9212     2
09620     0.9231     2
09621     0.8994     2
09622     0.9931     2
09623     0.9467     2
09624     0.9663     2
09625     0.9565     2
09626     0.9984     2
09627     0.9904     2
09628     0.9450     2
09629     0.9457     2
09630     0.9212     2
09631     0.9647     2
09632     0.9444     2
09633     0.9508     2
09634     1.0000     2
09635     0.9519     2
09636     0.9936     2
09637     0.9679     2
09638     0.9823     2
09639     0.9683     2
09640     0.9660     2
09641     0.8767     2
09642     0.9982     2
09643     0.8784     2
09644     0.9952     2
09645     0.9856     2
09646     0.9472     2
09647     0.9231     2
09648     0.9744     2
09649     0.9774     2
09650     0.9002     2
09651     0.9529     2
09652     0.9568     2
09653     0.9888     2
09654     0.9631     2
09655     0.9766     2
09656     0.9766     2
09657     0.9766     2
09658     0.9766     2
09659     0.9766     2
09660     0.9766     2
09661     0.9766     2
09662     0.9766     2
09663     0.9766     2
09664     0.9766     2
09665     0.9766     2
09666     0.9766     2
09667     0.9766     2
09668     0.9766     2
09669     0.9712     3
09670     0.9807     3
09671     0.9726     3
09672     1.0000     3
09673     0.9792     3
09674     0.9796     3
09675     0.9872     3
09676     0.9934     3
09677     0.9770     3
09678     0.9436     3
09679     0.9936     3
09680     0.9968     3
09681     0.9840     3
09682     0.9952     3
09683     1.0000     3
09684     0.9766     2
09685     0.9904     3
09686     0.9766     2
09687     0.9514     3
09688     0.9766     2
09689     1.0000     3
09690     0.9766     2
09691     0.9632     3
09692     0.9766     2
09693     0.9787     3
09694     0.9766     2
09695     0.9372     3
09696     0.9766     2
09697     0.9968     3
09698     0.9766     2
09699     1.0000     3
09700     0.9766     2
09701     0.9951     3
09702     0.9766     2
09703     0.9839     3
09704     0.9766     2
09705     0.9984     3
09706     0.9766     2
09707     1.0000     3
09708     0.9918     3
09709     0.9766     2
09710     0.9807     3
09711     0.9766     2
09712     1.0000     3
09713     0.9766     2
09714     1.0000     3
09715     0.9766     2
09716     0.9965     3
09717     0.9766     2
09718     1.0000     3
09719     0.9968     3
09720     0.9766     2
09721     0.9847     3
09722     0.9766     2
09723     0.9952     3
09724     0.9936     3
09725     0.9824     3
09726     0.9919     3
09727     0.9919     3
09728     0.9887     3
09729     0.9662     3
09730     0.9529     3
09731     0.9712     3
09732     0.9710     3
09733     0.9839     3
09734     0.9710     3
09735     0.9796     3
09736     0.9887     3
09737     0.9823     3
09738     0.8910     3
09739     0.9949     3
09740     0.9821     3
09741     0.9935     3
09742     0.9573     3
09743     1.0000     3
09744     0.9179     3
09745     0.9919     3
09746     1.0000     3
09747     0.9936     3
09748     1.0000     3
09749     0.9565     3
09750     0.9872     3
09751     0.9615     3
09752     0.9919     3
09753     0.9870     3
09754     1.0000     3
09755     0.9758     3
09756     0.9311     3
09757     1.0000     3
09758     0.9766     2
09759     0.9813     3
09760     1.0000     3
09761     0.9766     2
09762     1.0000     3
09763     0.9904     3
09764     0.9766     2
09765     0.9791     3
09766     0.9948     3
09767     0.9766     2
09768     0.9589     3
09769     0.9968     3
09770     0.9766     2
09771     0.9233     3
09772     0.9824     3
09773     0.9766     2
09774     0.9740     3
09775     0.9733     3
09776     0.9766     2
09777     0.8994     3
09778     0.9872     3
09779     0.9766     2
09780     0.9517     3
09781     0.9934     3
09782     0.9766     2
09783     0.9984     3
09784     1.0000     3
09785     0.9766     2
09786     0.9984     3
09787     0.9792     3
09788     0.9766     2
09789     0.9655     3
09790     0.9442     3
09791     0.9766     2
09792     0.9792     3
09793     0.9967     3
09794     0.9766     2
09795     0.9936     3
09796     1.0000     3
09797     0.9766     2
09798     0.9919     3
09799     0.9903     3
09800     0.9766     2
09801     0.9930     3
09802     0.9791     3
09803     0.9930     3
09804     0.9766     2
09805     0.9423     3
09806     0.9930     3
09807     0.9766     2
09808     0.9930     3
09809     0.9936     3
09810     0.9766     2
09811     0.9930     3
09812     0.9984     3
09813     0.9766     2
09814     0.9930     3
09815     0.9824     3
09816     0.9766     2
09817     0.9930     3
09818     0.9856     3
09819     0.9930     3
09820     0.9766     2
09821     0.9936     3
09822     0.9930     3
09823     0.9983     3
09824     0.9766     2
09825     0.9930     3
09826     0.9934     3
09827     0.9766     2
09828     0.9930     3
09829     0.9760     3
09830     0.9766     2
09831     0.9930     3
09832     0.9888     3
09833     0.9766     2
09834     0.9930     3
09835     0.8397     3
09836     0.9930     3
09837     0.9766     2
09838     0.9951     4
09839     0.9766     2
09840     1.0000     4
09841     0.9776     3
09842     0.9766     2
09843     0.9836     4
09844     0.9855     3
09845     0.9766     2
09846     0.9311     4
09847     0.9915     3
09848     0.9766     2
09849     1.0000     4
09850     0.9375     3
09851     0.9766     2
09852     0.9696     4
09853     0.9524     3
09854     0.9766     2
09855     0.9852     4
09856     0.9766     2
09857     0.9432     3
09858     0.9967     4
09859     0.9903     4
09860     0.9766     2
09861     0.9726     4
09862     0.9448     4
09863     0.9936     4
09864     0.9146     4
09865     0.9792     4
09866     0.9871     4
09867     0.9599     4
09868     0.9951     4
09869     0.9524     4
09870     0.9919     4
09871     0.9840     4
09872     0.9610     4
09873     0.9610     4
09874     0.9404     4
09875     0.9983     4
09876     0.9163     4
09877     0.9984     4
09878     1.0000     4
09879     0.9776     4
09880     0.9931     4
09881     0.9672     4
09882     0.9760     4
09883     0.9740     4
09884     0.9520     4
09885     0.9545     4
09886     0.9983     4
09887     0.9760     4
09888     0.9904     4
09889     0.9915     4
09890     0.9917     4
09891     0.9259     4
09892     1.0000     4
09893     1.0000     4
09894     0.9872     4
09895     0.9824     4
09896     0.9340     4
09897     0.9840     4
09898     0.9855     4
09899     0.9724     4
09900     0.9870     4
09901     0.9789     4
09902     0.9615     4
09903     0.9684     3
09904     0.9936     4
09905     0.9810     4
09906     0.9774     4
09907     0.9776     4
09908     0.9684     3
09909     0.9704     5
09910     1.0000     4
09911     1.0000     4
09912     0.9684     3
09913     0.9810     4
09914     1.0000     4
09915     0.9744     4
09916     0.9684     3
09917     0.9854     4
09918     0.9808     5
09919     0.9630     4
09920     0.9929     4
09921     0.9684     3
09922     0.9810     4
09923     0.9776     4
09924     1.0000     4
09925     1.0000     5
09926     0.9684     3
09927     0.9984     4
09928     0.9726     3
09929     0.9952     4
09930     0.9551     4
09931     0.9766     2
09932     0.9968     3
09933     0.9855     4
09934     0.9766     2
09935     0.9810     4
09936     0.9501     3
09937     0.9920     4
09938     0.9766     2
09939     0.9760     4
09940     0.9630     4
09941     0.9632     3
09942     0.9766     2
09943     0.9684     3
09944     0.9920     4
09945     1.0000     3
09946     0.9766     2
09947     1.0000     4
09948     0.9930     3
09949     0.9646     3
09950     0.9967     5
09951     0.9766     2
09952     0.9871     4
09953     0.9737     3
09954     0.9903     4
09955     0.9930     3
09956     0.9766     2
09957     0.9823     3
09958     0.9836     4
09959     0.9517     4
09960     0.9766     2
09961     0.9920     3
09962     0.9684     3
09963     0.9930     3
09964     0.9766     2
09965     1.0000     3
09966     0.9810     4
09967     0.9856     4
09968     0.9766     2
09969     1.0000     3
09970     0.9721     4
09971     0.9930     3
09972     0.9427     3
09973     0.9766     2
09974     0.9870     4
09975     0.9952     4
09976     0.9766     2
09977     0.9662     3
09978     0.9930     3
09979     1.0000     5
09980     0.9766     2
09981     0.9930     3
09982     0.9684     3
09983     0.9919     3
09984     0.9920     4
09985     0.9766     2
09986     0.9984     3
09987     0.9936     4
09988     0.9930     3
09989     0.9504     3
09990     0.9766     2
09991     0.9663     4
09992     0.9983     4
09993     0.9766     2
09994     0.9810     4
09995     0.9867     3
09996     0.9930     3
09997     0.9766     2
09998     1.0000     4
09999     0.8391     1
10000     0.9776     3
10001     0.9684     3
10002     0.9930     3
10003     0.9766     2
10004     0.9740     3
10005     1.0000     4
10006     0.9951     4
10007     1.0000     5
10008     0.9766     2
10009     0.9744     3
10010     0.9015     3
10011     0.9984     3
10012     0.9930     3
10013     0.9850     4
10014     0.8391     1
10015     0.9050     3
10016     1.0000     3
10017     0.9643     3
10018     0.9766     2
10019     0.8878     3
10020     0.9677     4
10021     0.9930     3
10022     0.8928     3
10023     0.9886     4
10024     0.9487     4
10025     0.9792     3
10026     1.0000     3
10027     0.9647     3
10028     0.9930     3
10029     0.9487     3
10030     0.9647     4
10031     0.9766     2
10032     0.7388     3
10033     0.9886     3
10034     0.9633     3
10035     0.9930     3
10036     0.9291     3
10037     0.9684     3
10038     0.9776     3
10039     0.9805     4
10040     0.9930     3
10041     0.9854     4
10042     0.9857     3
10043     0.9766     2
10044     0.9263     3
10045     0.9930     3
10046     0.9491     3
10047     0.9984     3
10048     0.8391     1
10049     0.9904     4
10050     0.9930     3
10051     0.9930     3
10052     1.0000     5
10053     0.8333     3
10054     0.9766     2
10055     1.0000     4
10056     0.9221     3
10057     0.9930     3
10058     0.9903     3
10059     0.9952     4
10060     0.9864     4
10061     0.9930     3
10062     0.9952     4
10063     0.9930     3
10064     0.9756     3
10065     0.9448     3
10066     1.0000     4
10067     0.9766     2
10068     0.9930     3
10069     0.9487     4
10070     0.9810     4
10071     0.9442     3
10072     0.9936     4
10073     0.9968     3
10074     0.9485     3
10075     0.9524     3
10076     0.9323     3
10077     0.9903     5
10078     0.9810     4
10079     0.8391     1
10080     0.9188     3
10081     0.8961     3
10082     0.9872     5
10083     0.9810     4
10084     0.9599     3
10085     0.9766     2
10086     0.9696     5
10087     0.9424     3
10088     0.9810     4
10089     0.9389     3
10090     0.9952     5
10091     0.9810     4
10092     0.9082     3
10093     0.9684     3
10094     0.9663     3
10095     0.9920     5
10096     0.9195     3
10097     0.9766     2
10098     1.0000     5
10099     1.0000     5
10100     0.8539     3
10101     0.9936     3
10102     0.9887     5
10103     0.9870     5
10104     0.9949     3
10105     0.8663     3
10106     0.9615     5
10107     0.9872     3
10108     0.8702     3
10109     0.9766     2
10110     1.0000     5
10111     0.9754     4
10112     0.9900     5
10113     0.8391     1
10114     0.9817     5
10115     0.9885     5
10116     0.8783     3
10117     0.9627     5
10118     0.9557     3
10119     0.9760     3
10120     0.9664     3
10121     0.9776     3
10122     0.8974     3
10123     0.9888     5
10124     0.9042     3
10125     0.9886     5
10126     0.9075     3
10127     0.9766     2
10128     0.9635     2
10129     0.9872     4
10130     0.9919     5
10131     1.0000     5
10132     0.9710     3
10133     0.9202     3
10134     0.9547     3
10135     0.9936     5
10136     0.9760     3
10137     0.9766     2
10138     0.8633     3
10139     0.9659     5
10140     1.0000     5
10141     0.8900     3
10142     0.9684     3
10143     0.9217     3
10144     0.9635     2
10145     1.0000     5
10146     0.8391     1
10147     0.9728     3
10148     1.0000     5
10149     0.9766     2
10150     0.9663     5
10151     0.9847     3
10152     0.9833     3
10153     0.9483     3
10154     0.9920     5
10155     0.9376     3
10156     0.7901     3
10157     1.0000     5
10158     0.9936     4
10159     0.9904     5
10160     0.7452     3
10161     0.9659     3
10162     0.9635     2
10163     0.9540     3
10164     0.9766     2
10165     0.9388     3
10166     1.0000     5
10167     0.9904     5
10168     0.9984     5
10169     0.9712     4
10170     0.9704     5
10171     0.9179     3
10172     0.9766     2
10173     0.9968     5
10174     0.9714     3
10175     0.9635     2
10176     0.9872     5
10177     0.8704     3
10178     0.8391     1
10179     0.9179     3
10180     0.9022     4
10181     0.9887     5
10182     0.9766     2
10183     0.9967     5
10184     0.9578     3
10185     0.8711     2
10186     0.9896     5
10187     0.9887     5
10188     0.9696     4
10189     0.9635     2
10190     0.8942     3
10191     0.9856     5
10192     0.9766     2
10193     0.9930     3
10194     0.9742     5
10195     0.9962     3
10196     0.9391     3
10197     0.9712     4
10198     0.9952     3
10199     0.9195     3
10200     0.9919     4
10201     0.9562     5
10202     0.9919     4
10203     0.8702     3
10204     0.9533     3
10205     0.9635     2
10206     0.9599     3
10207     0.9766     2
10208     0.8391     1
10209     1.0000     3
10210     0.9455     3
10211     0.9962     3
10212     0.9739     3
10213     0.8711     2
10214     0.8550     3
10215     0.9684     3
10216     0.9930     3
10217     0.9886     4
10218     0.9547     3
10219     0.9962     3
10220     0.9766     2
10221     0.9635     2
10222     0.9930     3
10223     0.9836     3
10224     0.8994     3
10225     0.5056     1
10226     0.8422     1
10227     0.6429     1
10228     0.5471     1
10229     0.9968     1
10230     0.5233     1
10231     0.4856     1
10232     0.3632     1
10233     0.8929     1
10234     0.5105     1
10235     0.8019     1
10236     0.6314     1
10237     0.6554     1
10238     0.9704     1
10239     0.8237     1
10240     0.4192     1
10241     0.7680     1
10242     0.3878     1
10243     0.4696     1
10244     0.3777     1
10245     0.6650     1
10246     0.4931     1
10247     0.5433     1
10248     0.5417     1
10249     0.6371     1
10250     0.7029     1
10251     0.8636     1
10252     0.3120     1
10253     0.5700     1
10254     0.9433     1
10255     0.5314     1
10256     0.6055     1
10257     0.5909     1
10258     0.4805     1
10259     0.8571     1
10260     0.8144     1
10261     0.5280     1
10262     0.5714     1
10263     0.9324     1
10264     0.5620     1
10265     0.9334     1
10266     0.6736     1
10267     0.8030     1
10268     0.5250     1
10269     0.9962     3
10270     0.9504     5
10271     0.9936     3
10272     1.0000     3
10273     0.9475     3
10274     0.9852     3
10275     0.9243     3
10276     0.9810     4
10277     0.9792     3
10278     0.9766     2
10279     1.0000     5
10280     0.9517     3
10281     0.9200     3
10282     1.0000     4
10283     0.9248     3
10284     0.9673     4
10285     0.9962     3
10286     0.9302     4
10287     0.8711     2
10288     0.9930     3
10289     0.9635     2
10290     0.8391     1
10291     0.9263     3
10292     0.9766     2
10293     0.9712     3
10294     0.9647     4
10295     1.0000     5
10296     0.9962     3
10297     0.8976     3
10298     0.9404     4
10299     0.9930     3
10300     0.9050     3
10301     0.9962     3
10302     0.9900     3
10303     0.9423     3
10304     0.9766     2
10305     0.9984     5
10306     0.9968     3
10307     0.9635     3
10308     0.9253     3
10309     1.0000     4
10310     0.9635     2
10311     0.9810     4
10312     0.9962     3
10313     0.9581     3
10314     0.7776     3
10315     0.9739     3
10316     0.9984     5
10317     0.8711     2
10318     0.9766     2
10319     0.9547     3
10320     0.9409     4
10321     1.0000     3
10322     0.9436     3
10323     0.9930     3
10324     0.9962     3
10325     0.9635     2
10326     0.8391     1
10327     0.9684     3
10328     0.9920     5
10329     0.8883     3
10330     0.9766     2
10331     0.9436     3
10332     0.9791     5
10333     0.9962     3
10334     1.0000     4
10335     0.8998     4
10336     0.9439     3
10337     0.9930     3
