
Search Tree T:

Address   Features                             T_F    N_final
 0000631    0000001000000100000000000000000      0082     3
 0000632    0000000000000001100000000000000      0051     2
 0000633    0000000000000000100000000000010      0068     2
 0000634    0001000000000001000000000000000      0004     0
 0000635    0000000000110000100000000000000      0008     1
 0000636    1000000000000000000000000001000      0127     5
 0000637    0000000000100100000000000100000      0007     2
 0000638    0000000000100000000000000000000      0016     1
 0000639    1000000000100000000000010000000      0041     2
 0000640    0000000000000000000000010010010      0039     2
 0000641    0000000000100000000100000000000      0070     2
 0000642    0000000101010000000000010000000      0005     0
 0000643    0000000010000000000000000000010      0060     2
 0000644    0010000000000000100000000000000      0091     3
 0000645    0000000000000010000000100010000      0077     3
 0000646    0000000001000100000000001000000      0005     2
 0000647    0000000000010000001000000000000      0064     1
 0000648    1000000000000000000000000000010      0122     4
 0000649    1100000000000000000000000000010      0011     1
 0000650    0000000000000000100000001000010      0005     1
 0000651    1000000100000000000000000000000      0004     0
 0000652    0000010000000001100000000000000      0005     0
 0000653    1000000000000000100000000000000      0106     3
 0000654    0000100000000000000100000000000      0058     2
 0000655    1000001000000000000000000001000      0012     2
 0000656    0000010000000000000000000010000      0001     0
 0000657    0000000000000010000000010100000      0038     2
 0000658    0000000000100010000100000000000      0006     2
 0000659    0000000010000000000000010000010      0036     2
 0000660    0000000000000100000000011000000      0036     2
 0000661    0000000000100000100000011000000      0007     1
 0000662    0000000001100000000000000000000      0073     2
 0000663    0000000100100100000000000000000      0009     1
 0000664    0000000000000000010100010000000      0038     2
 0000665    0100000000000000000100000000000      0057     2
 0000666    1000000000100000000000000000010      0009     2
 0000667    0000000000000000000001100000000      1529     72
 0000668    0000000000000000000100000100000      0062     2
 0000669    0000000000000000000100000001000      0079     3
 0000670    0000000000000000000010010000010      0046     2
 0000671    0000000000000000000100011000000      0039     2
 0000672    0000000000000000000101100000000      0086     3
 0000673    0000000101100000000000000000000      0009     2
 0000674    0000000000000000000010000010010      0013     2
 0000675    0000000000000000000100000000010      0072     2
 0000676    0000000000100000010100000000000      0007     1
 0000677    0110000000000000000100000000000      0009     2
 0000678    1000000000100000000010000000000      0017     2
 0000679    0000100000000010000100000000000      0004     0
 0000680    0000000000000000000001110000000      0145     5
 0000681    1000000000000000000100000001000      0010     2
 0000682    0001000000010000000000000000000      0145     5
 0000683    0100000000000000000100000100000      0006     1
 0000684    0000000000011000000000000000000      0072     2
 0000685    0000000000010000001000100000000      0060     2
 0000686    1000000100000000000000010000000      0045     2
 0000687    0000000000000000000110010000000      0045     2
 0000688    0000000100000001000010000010000      0001     0
 0000689    0000000000010010000000010000000      0033     2
 0000690    1000000010100000000000001000000      0001     0
 0000691    0000000000110001000000010000000      0004     0
 0000692    0100000000010000000000000000000      0065     2
 0000693    0000000001010000000000000000000      0071     1
 0000694    0000000000000000000110010100000      0005     1
 0000695    0000000000100000000000100000000      0016     2
 0000696    0000001000000001000000010000000      0036     2
 0000697    0000000000010000000000000000010      0072     1
 0000698    0000000000010000000001000000000      0078     2
 0000699    0000000000000000000100010001000      0040     2
 0000700    0000000000010000000000110000000      0116     4
 0000701    0000000010000000100000001000000      0006     1
 0000702    0000000000100000000100100000000      0068     2
 0000703    0000000000000001000100000000010      0005     1
 0000704    0000000000000000000100010010000      0042     2
 0000705    1000000000010000000000000000000      0122     4
 0000706    0001000000010001000000000000000      0011     1
 0000707    0000000000000000101010000000000      0013     2
 0000708    0000000000000000000110001000000      0012     2
 0000709    0100000001010000000000000000000      0006     1
 0000710    0000000000110000000001000010000      0001     0
 0000711    0010000000000000100000000100000      0008     2
 0000712    0000000000010010000010000000000      0015     2
 0000713    0000000000110100000010000000000      0001     0
 0000714    0000010000010000001000000000000      0006     1
 0000715    0000000000000000000100010110000      0004     0
 0000716    0000000000000000000100010000010      0038     2
 0000717    0000000001010000000000010000000      0035     2
 0000718    0000000010010000000000000000000      0055     1
 0000719    0000000000100000000000010000110      0006     1
 0000720    0000000000010000000101000000000      0005     1
 0000721    0000001000100000000000010000000      0041     2
 0000722    0000000000010000000000000100000      0072     2
 0000723    0000000000000000000000111010000      0013     2
 0000724    0000000000000000000000000001010      0082     3
 0000725    0000000000000000001000100010000      0077     2
 0000726    0000100000010000000000000000000      0067     2
 0000727    0000000000100000000100010000000      0037     2
 0000728    0000000100010000000000010000000      0039     2
 0000729    0000000000000010000100000000000      0058     2
 0000730    0100000000000000000000110000000      0124     5
 0000731    1000000000010000000100000000000      0010     2
 0000732    0010000000010000000000000000000      0109     4
 0000733    0000000000010100000000000000000      0062     2
 0000734    0000000000000000000100000010010      0009     2
 0000735    0000000000000001000000000000010      0061     2
 0000736    0000000000011001000000000000000      0006     0
 0000737    0000000000000000000110000010000      0014     2
 0000738    0000000000000100000010010000010      0005     2
 0000739    0000000001010000000000000000010      0007     0
 0000740    0000000000010100100000010000000      0007     1
 0000741    0001000000000000001000010000000      0049     2
 0000742    0001000000000000000000000000010      0149     5
 0000743    0000000001000000000000000000010      0069     2
 0000744    0000000000000000000000001001010      0008     2
 0000745    0000000010010100000000000000000      0004     1
 0000746    0000001000000000000000000000010      0093     3
 0000747    0100000000000000000000000000010      0062     2
