
Search Tree T:

Address   Features                             T_F    N_final
 0031765    1000100000000000000110010000000      0001     0
 0031766    0000000000111001000001110000000      0001     1
 0031767    0001000000000010000011110000010      0003     1
 0031768    0000000100000001000010100010000      0002     0
 0031769    0000100000000000000000111010000      0003     1
 0031770    0101000000000100000000101001000      0002     0
 0031771    0000010000000000000000110101000      0004     1
 0031772    1000000100000000100010101000000      0001     0
 0031773    1001000000000000000000100010000      0002     0
 0031774    0100000000100000000010100011000      0001     0
 0031775    0001001100000001000000110000000      0002     2
 0031776    0000000000100001100010110000000      0001     0
 0031777    1001010000100000000000100001000      0001     0
 0031778    0011000000000000010100100001000      0001     1
 0031779    0000000100000000100000110100000      0003     1
 0031780    0001100000100000000000100010000      0002     0
 0031781    0100000000100100100000110000000      0001     0
 0031782    0000000000100001000000110001000      0003     1
 0031783    1101000000000000000000101000000      0002     0
 0031784    0000000100100000000011100000000      0003     1
 0031785    0000010000000000000011100100000      0003     2
 0031786    0001000100000000100000100100000      0001     0
 0031787    0000100100000010000000110000000      0003     2
 0031788    0000000100000000000010100101000      0002     0
 0031789    0011000000100100000000100000100      0001     0
 0031790    0001000000010000000001100100000      0004     1
 0031791    0100001000000000000000110000110      0001     0
 0031792    0000010100000001000000100001000      0001     0
 0031793    0001000000000001000001100000010      0004     1
 0031794    0001000000100001000000100001000      0001     0
 0031795    0011000000000000000011100010000      0009     2
 0031796    0001000001000000000001101000000      0004     1
 0031797    0010000000100000000010100001000      0002     0
 0031798    1000010000000000000010100001000      0003     1
 0031799    0000000010100100000000110001000      0001     0
 0031800    0001000000000100010000100001000      0002     0
 0031801    0000010001000000100001110000000      0001     0
 0031802    0001000000000100000110110001000      0001     0
 0031803    0001000000100000010100100000000      0002     0
 0031804    0111000000001000000000110000000      0002     0
 0031805    0001001010100001000000100000000      0001     0
 0031806    0000010000010000000000111001000      0001     1
 0031807    0001001001000000100000100000000      0001     0
 0031808    0001000100001000000000100100000      0002     0
 0031809    0001010000000000010000110001000      0002     0
 0031810    0000000000100000000010101000000      0001     0
 0031811    0010000000000001100010000100000      0001     0
 0031812    0001000100000000001000010011000      0001     1
 0031813    1000000000100100000010100000000      0003     1
 0031814    0000010010000000010000100100000      0001     0
 0031815    0000000010000000010010010000000      0001     0
 0031816    1000010000000010100000110000000      0002     2
 0031817    0101000100100000010000100000000      0001     0
 0031818    0000000100010001100000010000000      0001     0
 0031819    1001000010000000010000010000000      0001     0
 0031820    1001000000001100000010110000000      0001     0
 0031821    0001000000000000000011111010000      0005     1
 0031822    0101000000000000000010010000100      0005     1
 0031823    1001100000000010000000100000000      0005     1
 0031824    0000000000000000001100100100100      0001     0
 0031825    0101000010000000000000110011000      0001     1
 0031826    0000001000000100000100111000000      0001     1
 0031827    0001000000000000000110110000010      0004     1
 0031828    0001101001000000000000100000000      0001     0
 0031829    0000000001000001000000100100000      0010     2
 0031830    1000000010000001000000100000100      0001     1
 0031831    0000000000000001101000100000000      0009     1
 0031832    1000000000000001000010000001000      0004     2
 0031833    0000000000000001000000000001000      0002     0
 0031834    0000000001000000001000110100000      0003     1
 0031835    0001001000110010000000000000000      0001     0
 0031836    0001000000010000100010110000000      0001     0
 0031837    0101000000100000000000110001000      0001     0
 0031838    0101100100000000000001010000000      0001     1
 0031839    0011001000000100000000010100000      0001     0
 0031840    1000000100001000000000010010000      0001     0
 0031841    0001100000000000000010110100000      0004     2
 0031842    0000000000000100100100110001000      0001     0
 0031843    0101001000000000000100010001000      0001     1
 0031844    0000100000000000010100110001000      0001     0
 0031845    0001000000000001100001010000000      0003     1
 0031846    0000000100010010100000110000000      0001     0
 0031847    0101000000010001000010110000000      0001     0
 0031848    0001000100000100000000010001000      0002     0
 0031849    1001000000001000100000010000000      0004     1
 0031850    0000000110000010000000010100000      0001     0
 0031851    0101000000000000000100010001000      0001     0
 0031852    1010000000000000000000010110000      0003     2
 0031853    0001100000010000000010010000000      0002     2
 0031854    0000000100100010010000110000000      0001     0
 0031855    1000000001000000100000110100000      0001     0
 0031856    1001000000000000000010111100000      0001     0
 0031857    0101000100100000000000001000000      0001     1
 0031858    0011000000000010000000001010000      0001     0
 0031859    1101000000000000000000000001010      0001     0
 0031860    0001010000000000010000000110000      0001     0
 0031861    0001000000000000110000000001000      0001     0
 0031862    0000010000010010000000100000000      0010     2
 0031863    0000000010000000000100001000100      0001     0
 0031864    0001001000000000001000101000000      0002     0
 0031865    0101000000100000000000001000000      0002     0
 0031866    0100000000010000000001111000010      0001     0
 0031867    1001000000000000000001010000000      0001     0
 0031868    0000000001001000000000110100000      0002     0
 0031869    0001000000001000000010010000100      0002     0
 0031870    0000000000000000000000000010100      0002     0
 0031871    0000001000100010000010000000000      0001     0
 0031872    1000000000000000001010010001000      0001     0
 0031873    0010100000000010000010000000000      0001     0
 0031874    0010000001000000000011000000100      0001     0
 0031875    0010000100100000000010100000000      0002     0
 0031876    0000000100010000000000110001000      0003     1
 0031877    0001001000000000010000010000010      0002     0
 0031878    0000100000000000100000010001000      0001     0
 0031879    1000001000000000100010110000000      0002     0
 0031880    0001010000000001000001100000000      0004     2
 0031881    0000000000001000001011000010000      0001     0
 0031882    0000100000000000100001100000000      0001     0
 0031883    0000010000000000000011010001000      0003     1
 0031884    0001000000100000010000100001000      0001     0
 0031885    0010000000000000000011110100000      0006     2
 0031886    0001001100000000001000100000100      0001     0
 0031887    0001000001010000000000000000010      0002     0
 0031888    0001000000010000100000000000010      0001     0
 0031889    0000000000010001000000010000010      0002     0
 0031890    1000000000010000001010000000000      0003     0
 0031891    0000000000010000100100000000000      0005     0
 0031892    0011000000001100000000010100000      0001     0
 0031893    1110001000000000000010100000000      0001     0
 0031894    0011010000000000100100100000000      0001     1
 0031895    0011000000000001010000010000010      0001     0
 0031896    1010000100000000000010111000000      0001     0
 0031897    0010100000000000001010000100000      0001     0
 0031898    0010000100000000000010011000000      0002     0
 0031899    0011000000000010110000000000000      0001     0
 0031900    0110000001000000000010000000000      0002     0
 0031901    1011000000000010000001100000000      0001     0
 0031902    0001000000100010000001110000000      0003     1
 0031903    0000000000100011000000110000000      0003     1
 0031904    1001000000000010100000010000000      0003     1
 0031905    0000000000000010000001100001010      0001     0
 0031906    1000010000001010001010000000000      0001     0
 0031907    0100000000000010100000100100000      0001     0
 0031908    0000000000000010001011000000000      0001     0
 0031909    1000100000000010000010110000000      0001     0
 0031910    1001000000000110000001100000000      0001     0
 0031911    0000000000000010000000100100010      0011     2
 0031912    0000010000001010000000100000000      0007     2
 0031913    0000000000010010000000110001100      0001     0
 0031914    0000000001010110000000010000000      0001     0
 0031915    1000001000000010100000110000000      0001     0
 0031916    0100000100000010000000101000000      0001     1
 0031917    0000000000000011010000010000000      0001     0
 0031918    0100010000010010000000010000000      0001     0
 0031919    0001001000000010010000100000000      0003     1
 0031920    0001000000000010000000101010000      0002     0
 0031921    0001000000100010000000100010000      0003     1
 0031922    0000010001000010000000010000000      0002     0
 0031923    0000000000000010101000010000000      0004     1
 0031924    0000000000000010010000101000000      0009     2
 0031925    0000000001000110000000010000000      0001     0
 0031926    0001001000000010100000000000000      0001     0
 0031927    0000000100001010000010000000000      0001     0
 0031928    0000000000010010000001110001000      0001     0
 0031929    1000001001000010000010000000000      0001     0
 0031930    0000000010000010010000100000000      0010     2
 0031931    0100000100000010000010000000000      0002     0
 0031932    1001000000100010000100010000000      0001     1
 0031933    0000010001000010000000100000000      0010     2
 0031934    1000000000000010000010100100000      0003     2
 0031935    0000000000000000100100100100000      0010     2
 0031936    0011000000101000100000010000000      0002     0
 0031937    0001010010001000000000010010000      0001     0
 0031938    0000010110000000000000110001000      0001     0
 0031939    0000001001000001000000100100000      0001     0
 0031940    0000000011000100000000100000000      0008     1
 0031941    0001000001000000000000001010000      0001     0
 0031942    0001000001000000001000100001000      0001     0
 0031943    0000000000000010000100100001000      0001     0
 0031944    1001000000100000000000010000100      0002     0
 0031945    1001000010010100000100000000000      0001     0
 0031946    1000001000000100001000110000000      0001     1
 0031947    0000000000100100000000010000000      0001     0
 0031948    0001000000010000000000000101000      0001     0
 0031949    0011000000000000000010100000110      0001     0
 0031950    0000110100000000000000110000000      0003     1
 0031951    1000001000000000100011100000000      0001     0
 0031952    1001010000000100000000110000000      0004     1
 0031953    0010000100000000100010100000000      0003     2
 0031954    0001001000100100000000101000000      0001     0
 0031955    0000000000110001001000000000000      0001     0
 0031956    0000000000000000101000000010100      0001     0
 0031957    0011100000001000000000110000000      0003     1
 0031958    0011010000001000000000110000000      0003     1
 0031959    1001000000001000000010110001000      0001     0
 0031960    0000010000011000000000110000000      0003     1
 0031961    0001000010001000010000000000000      0002     0
 0031962    0000000100001100000001010000100      0001     0
 0031963    0000000001001000010000100000000      0009     2
 0031964    0001000100001000000100000000000      0001     0
 0031965    1010100000000000000010000000100      0001     0
 0031966    1000010000000001000001000000000      0002     0
 0031967    1000001000000000000101000010000      0001     1
 0031968    1001100001000000000000110000000      0003     1
 0031969    1000001000000000000010110101000      0001     0
 0031970    1010000000000000000001110010000      0004     2
 0031971    1001001000000000100100000000000      0001     0
 0031972    1000010000000000000001100000000      0001     0
 0031973    1001000000000000001011000010000      0001     0
 0031974    1100000000000000110010000000000      0001     0
 0031975    0000011000000000000010000110000      0001     0
 0031976    1001000001000000000010000011000      0001     0
 0031977    1000000010001001000010100000000      0001     1
 0031978    1000000000000000000010010100100      0001     0
 0031979    1000000000001001000011000000000      0001     0
 0031980    0001001000000000000011000010000      0004     1
 0031981    1000000000100100000011100000000      0001     1
 0031982    1001000000000000000011000000010      0001     0
 0031983    0000101000000000000011010000000      0002     0
 0031984    0000000100000000001011000000000      0001     0
 0031985    0000010000000000000011000010000      0005     0
 0031986    0110000000100000000010010000000      0002     0
 0031987    0001000000010000000010111000000      0003     1
 0031988    1000100000000000001010000000010      0001     0
 0031989    0000100000100000010011000000000      0001     0
 0031990    0010000000000000001011010000000      0001     0
 0031991    1000000000001000000110000000000      0002     0
 0031992    1010000000000000000000000100100      0001     0
 0031993    1000001000000000000010011000000      0003     1
 0031994    1001000010001000000000110000000      0002     0
 0031995    1001000001000000000001110000010      0001     0
 0031996    1101000000000000000000010001000      0004     1
 0031997    1011000010000000000000100000000      0005     1
 0031998    1000000000011000000010000000100      0001     0
 0031999    1000000010000010000010000000000      0001     0
 0032000    1101000000100000000010010000000      0001     0
 0032001    1000101000000000000001000000000      0002     0
 0032002    1001010000000010000000000000000      0001     0
 0032003    0001010000100000000100000000000      0002     0
 0032004    0101000001100000000100000000000      0001     0
 0032005    0011000000000100000000101000000      0003     1
 0032006    0001000000000100000000100101000      0002     0
 0032007    1011100000000000000011111000000      0001     0
 0032008    0011010000100000000000100000000      0001     0
 0032009    0101000000001000000000100001000      0002     0
 0032010    1011000001000000000000110000010      0001     0
 0032011    0001000000000000000000100011010      0001     0
 0032012    0101000000010000000000010010000      0002     0
 0032013    0000000010000000000000010101010      0001     0
 0032014    1001000000000000000001010000110      0001     0
 0032015    0000000101000000000100010000010      0001     1
 0032016    0011001000000010000000010001000      0001     0
 0032017    0001001000010000000000110001000      0001     0
 0032018    0010000000000010000000011001000      0001     0
 0032019    0001000000000001001000100001000      0001     0
 0032020    0000000000000000001001110000100      0005     2
 0032021    0001000000100000001001110000000      0005     2
 0032022    0000100000010100000001110000000      0001     0
 0032023    0001010001000000000001010010000      0001     0
 0032024    0000000000000100000011010000010      0001     0
 0032025    0100000000000000000011000000100      0002     0
 0032026    0000000000000000001001111000100      0001     0
 0032027    0001000001000000100001100000000      0003     1
 0032028    1000000000000000000010000011100      0001     0
 0032029    1000000000000000100011010000000      0003     1
 0032030    0100001000000100000011000000000      0001     0
 0032031    1100000000000100000010000000000      0001     0
 0032032    1011000000000000000001000100000      0001     0
 0032033    0011000000001000000000110010000      0004     1
 0032034    0000000000000001000100110001000      0002     2
 0032035    0001000000001000000000010110000      0002     0
 0032036    0101000000001000000100010001000      0001     0
 0032037    0000000000000001001000111001000      0001     0
 0032038    1101010000000000000000010000000      0002     0
 0032039    0000001000000100000100110001000      0001     0
 0032040    0001001100000000000100010000000      0002     0
 0032041    0101000000000010000000010001000      0002     0
 0032042    0001011000000000000010110010000      0001     0
 0032043    1011000000000000000010010011000      0002     0
 0032044    0000100010000000000000110001000      0002     0
 0032045    0011000010000010000000100000000      0002     0
 0032046    1000000000000000100010101000000      0006     1
 0032047    0001000010100000000100100010000      0001     0
 0032048    1100000001000001000010110000000      0001     0
 0032049    1000001000000000000001100001000      0003     1
 0032050    0000000001000000000000111001000      0003     1
 0032051    0000000001100000100000110001000      0001     0
 0032052    0001000000110000100000100000000      0001     0
 0032053    0001000000000000000011111001000      0003     1
 0032054    0001010000000000100010100000000      0005     1
 0032055    1000000000000000000111100000000      0006     2
 0032056    1010000000100000000011110000000      0001     0
 0032057    0001000000001001000010111000000      0001     0
 0032058    0000000000100100010001110000000      0001     0
 0032059    0001000000100100000000100101000      0001     0
 0032060    0000000000001000001010100010000      0002     0
 0032061    0101000000000000000001100000010      0004     1
 0032062    0100000100000000000000110100000      0004     1
 0032063    1001000000001000010000100000000      0003     1
 0032064    0000000010111000000000110000000      0001     0
 0032065    0000000000100000000010101010000      0002     0
 0032066    0001000000100000000001111000000      0004     1
 0032067    1001100000000010000000110000000      0003     1
 0032068    0011000000100001000100100000000      0001     0
 0032069    0001000000001000100000110010000      0001     0
 0032070    0001000000100011000000100000000      0002     0
 0032071    0001000010000010000010110100000      0001     1
 0032072    0101000000001010000000100001000      0001     1
 0032073    0001100000100010000001100000000      0001     0
 0032074    0001000000000001000100100001000      0002     0
 0032075    1001001000000000000010110000010      0001     0
 0032076    0000000000100000000100110100000      0003     1
 0032077    0001000010000000100000100001000      0002     0
 0032078    0000100000000010000000110001000      0003     1
 0032079    0000000000101000000000101000000      0007     2
 0032080    0001010001000100000010100000000      0001     0
 0032081    0000000000000000000011011010000      0002     0
 0032082    0001000000001000000000000000110      0002     0
 0032083    0010000000001100001010000000000      0001     0
 0032084    0010000000001000000011010000000      0003     1
 0032085    0011010000001000000000110010000      0001     0
 0032086    0000100000001000000000100100000      0009     2
 0032087    0101000000001000000000100001010      0001     0
 0032088    0000000000001000010000000000000      0002     0
 0032089    0100000000100000000011010000000      0002     0
 0032090    0001000000000000000001000101000      0002     0
 0032091    0001100000010000000001100000000      0003     1
 0032092    0001001000000000000010010000000      0001     0
 0032093    0001000000100000010000100010010      0001     1
 0032094    0001000000100100000001100000000      0003     1
 0032095    0000100100000000000011000000000      0003     0
 0032096    0100000100010000000000110000000      0003     1
 0032097    0001000110000000010000100000000      0003     1
 0032098    0000000101000000000100110000000      0003     2
 0032099    0000100110000000010010000000000      0001     0
 0032100    0000000000100000101000110001000      0001     0
 0032101    0000000000100100000000110001000      0004     1
 0032102    0001100000001000000000010011100      0001     0
 0032103    1000000000000000000111000100000      0001     0
 0032104    1001100100000000000000000100000      0001     0
 0032105    1000000001010000000010100001000      0001     0
 0032106    0000011010000100000000110000000      0001     1
 0032107    0000000001000110000000100000000      0009     1
 0032108    0000000000001100000000100000100      0009     2
 0032109    1000000000000001000011100000000      0007     2
 0032110    1001000001001100000000010000000      0001     0
 0032111    1001000000100000001000100000000      0003     1
 0032112    1000000000000000001010010000010      0001     0
 0032113    1101000000000000000000010001100      0001     0
 0032114    1001000001000000000000101000000      0003     1
 0032115    1001000010000000000010000010000      0001     0
 0032116    1011000000000000000011110100000      0006     1
 0032117    1010000100000000000010000001000      0001     0
 0032118    0010000000000000000010000100100      0001     0
 0032119    0001100000000000001001010000000      0001     0
 0032120    1000100000000010000000000000100      0001     0
 0032121    0011001000000000000001001000000      0001     0
 0032122    0001100000000001000000100001000      0002     0
 0032123    0001001000010000010000100000000      0001     0
 0032124    0011000000000000011000100000000      0002     0
 0032125    0011000010000001000000010000000      0001     0
 0032126    1010000000000000100001000100000      0001     0
 0032127    0000000100000001000000000000000      0002     0
 0032128    0000001000011001000000110000000      0001     0
 0032129    0000100000010010000000110001000      0001     0
 0032130    0010000000000000001010000011000      0001     0
 0032131    0000010000000000000011100001000      0006     1
 0032132    1000000000001000000010010000100      0001     0
 0032133    0010000000000000100011100000000      0008     2
 0032134    1001010000001000000010110000000      0002     0
 0032135    0001000001000000010000000100010      0001     0
 0032136    1100010000000000000000100100000      0001     0
 0032137    0100100000001000000000100000000      0011     2
 0032138    0100000000000000000111000000100      0001     0
 0032139    0110000010000000000010000000000      0001     0
 0032140    1100000000000000000011000000010      0001     0
 0032141    0100000000000000100000010000100      0006     1
 0032142    0101001100000000000001000000000      0001     0
 0032143    0100000010001100000000100000000      0001     0
 0032144    0100010000000000001000100000000      0010     2
 0032145    1100000000100000000010100000000      0004     1
 0032146    0100010000000000101000100000000      0001     0
 0032147    0101000000010000000001000000000      0001     0
 0032148    0100000000100000000000110100000      0004     1
 0032149    0100100000000000000001010100000      0001     0
 0032150    0010000000000001000010001100000      0001     0
 0032151    1000001010000000000010010001000      0001     0
 0032152    0000000000000000000100101100000      0007     2
 0032153    0001000000010100000000000010000      0001     0
 0032154    0001000000110000000001000000000      0001     0
 0032155    0001000000000000000010111000100      0005     2
 0032156    0000000001000000000000111001100      0001     0
 0032157    0000000000100000000011010000010      0003     1
 0032158    0111000000000000100000010000000      0002     0
 0032159    0001001000011000000000010000000      0001     1
 0032160    1001000000000001100000110000000      0003     1
 0032161    0001000000000000001001111000000      0002     0
 0032162    0000000001101000000000010001000      0001     0
 0032163    0101000000001000000001010100000      0001     0
 0032164    0011001000001000010000010000000      0001     1
 0032165    0001000000000010000100010001000      0001     0
 0032166    0011000001001000000000010000000      0002     2
 0032167    0001000000000000100000010010100      0002     0
 0032168    1001000000100000010000010000000      0002     0
 0032169    0000000101000000010000110001000      0001     0
 0032170    0000000001010000000000110001000      0003     1
 0032171    0000100001010000000000100000000      0006     1
 0032172    0001001001000000000010110000000      0005     1
 0032173    1001000001000000010100000000000      0001     0
 0032174    0001000001010000000000001000010      0001     0
 0032175    0001000101000000000000000100000      0002     0
 0032176    0100000011000000000000010000000      0002     0
 0032177    0001010001000000000000000000010      0001     0
 0032178    0001010001000000000001100000000      0003     1
 0032179    0011000000100000100100100000000      0001     0
 0032180    0011000000001000000000110100000      0002     2
 0032181    1000000000001000100010100000000      0003     1
 0032182    0001001000000001001010100000000      0001     0
 0032183    0101000000000000000010110000010      0004     1
 0032184    1001000000001010000000100000000      0004     2
 0032185    0000000100000000101000110000000      0003     2
 0032186    0000000000100000000010100011000      0003     2
 0032187    0001001000100000000000100001100      0001     0
 0032188    1001000001000000000000100100000      0003     1
 0032189    0000000000100000000011110000100      0004     1
 0032190    1101100000000000000000110000000      0002     0
 0032191    0101000000000001000000100001000      0002     0
 0032192    0001000010000000001010100001000      0001     0
 0032193    1001000001000000000000110100000      0002     0
 0032194    0000011100000010000000100000000      0001     0
 0032195    0011000000000000000000100101000      0002     0
 0032196    1001001000100000100000100000000      0001     0
 0032197    1000000000000001000010110000100      0002     0
 0032198    0000000000000000100000111001000      0003     1
 0032199    0101000000000000000010110000100      0005     1
 0032200    0001100000100000001000100010000      0001     0
 0032201    0000000100000010000000101000100      0001     0
 0032202    0001010000000000000101100000000      0004     1
 0032203    0001000100001000010000100000100      0001     0
 0032204    0100000001100000000000110000000      0002     0
 0032205    0100000000000000000100110010000      0004     1
 0032206    0001010010000000000010010010000      0001     0
 0032207    0101000000000100100010110000000      0001     0
 0032208    0000000000000000000000111001100      0004     1
 0032209    0000000000001100000000010001010      0001     0
 0032210    1001000000000000000010110101000      0002     2
 0032211    0001000001100000000000010010000      0001     0
 0032212    0011000000000000100000010101000      0001     0
 0032213    0000000000000000010001010000000      0003     0
 0032214    0011000000000100000100010000000      0002     0
 0032215    0000000101000000000010010001000      0002     0
 0032216    0100100000000000000000010001010      0001     0
 0032217    0100000000000001000011000000000      0003     0
 0032218    0011000000000000000011010010000      0001     0
 0032219    0001000000001000000000000110000      0002     0
 0032220    0001010000010000000000001010000      0001     0
 0032221    1001000000000100000000100100000      0002     0
 0032222    0011000000000000000010010011000      0002     0
 0032223    1001000000000000100010010000100      0001     0
 0032224    0000010000000000010010000000100      0001     0
 0032225    0001010000000000001010110100000      0001     0
 0032226    0101000001000000010010110000000      0001     0
 0032227    1001000000001010000000110000000      0003     1
 0032228    0000000000100010000100010001000      0001     0
 0032229    0000000100001000000010010001000      0002     0
 0032230    1011000010000000000011110000010      0001     0
 0032231    0001000000010000000101010000000      0001     1
 0032232    0001000000001000000111010000000      0001     0
 0032233    0001000000100000001000010010000      0001     0
 0032234    0001100000000000100110110000000      0001     0
 0032235    0000000100000000000011010100000      0002     0
 0032236    1000000000011000000010010000000      0001     0
 0032237    1001000000000000100011010000000      0002     0
 0032238    0010010000000001010010000000000      0001     0
 0032239    0001000000000100010000000100000      0002     0
 0032240    0001000000001000010010110001000      0002     0
 0032241    0000000000001000010000000010000      0001     0
 0032242    0001000100000000000001010110000      0001     0
 0032243    1000000000000000100110101000000      0001     0
 0032244    0000000000000001000111000000000      0001     0
 0032245    0011100000000010000000000000000      0001     0
 0032246    0010100100001000000000110000000      0001     0
 0032247    0000000000000001000000111101000      0002     0
 0032248    1001000000000000000100100100000      0004     1
 0032249    1000000100000000000000000011000      0002     2
 0032250    1000001100000000000001000000000      0002     0
 0032251    0011000100100000000000110000000      0003     1
 0032252    0001000100000000010000100101000      0001     1
 0032253    0000000100000000000010000110000      0001     0
 0032254    1001000100000000000011000010000      0001     0
 0032255    0001000100000000001000000000010      0001     0
 0032256    0001000100000000000100000001000      0002     0
 0032257    0000000100000000000111000000000      0002     2
 0032258    0001000100000000001000000001000      0001     0
 0032259    0000001110000000000010000000000      0002     0
 0032260    0001001100000000000111110000000      0002     0
 0032261    0001000100010000001000010000000      0001     1
 0032262    1000000100100000000010110000000      0002     0
 0032263    0001000100000010010000010000000      0002     0
 0032264    0000000100100000000010100010000      0002     2
 0032265    0001000110100000000000010000000      0002     0
 0032266    0001000100001000000000000100000      0002     0
 0032267    0001000100000100000100010000000      0001     0
 0032268    0000000000010000010000011000000      0001     0
 0032269    0100000000000001010000110000000      0003     1
 0032270    0010000000000000000011010000010      0002     2
 0032271    0001010000001000000001100000000      0004     1
 0032272    1000000000010001000010000000000      0004     0
 0032273    1000000000000000100011101000000      0001     0
 0032274    1000101000000100000010100000000      0001     0
 0032275    1000000000011000000010010000100      0001     0
 0032276    1001001000000000000010000001000      0001     0
 0032277    1101000000000000001000100000000      0004     1
 0032278    1000000010000000000011010000000      0006     1
 0032279    1000000000000000000010011100000      0002     0
 0032280    1010000000000000000000001000010      0001     0
 0032281    1000000000001000000010000001000      0001     0
 0032282    0111000000000000000000000000110      0001     0
 0032283    0001000100000000000000001000010      0002     0
 0032284    0000000000000101000000110001100      0001     0
 0032285    0001010000000000000000011001000      0001     0
 0032286    0000000010000000000000010001000      0001     0
 0032287    0100000001000001000000100000000      0009     1
 0032288    0000000011100100000000100000000      0001     0
 0032289    0000000001010000001000110000000      0003     1
 0032290    0001000001000001000000000100000      0001     0
 0032291    0000000010000000000111000000000      0001     0
 0032292    1000000000000100001011000000000      0001     0
 0032293    0001000000000000001011110010000      0004     1
 0032294    1100000000000000000010101000000      0004     1
 0032295    0010010000000100000010000000000      0002     0
 0032296    0000010000000000000011001000100      0001     0
 0032297    0000100000000000001010010010000      0001     0
 0032298    0000000000000100000011000001000      0002     0
 0032299    0001000000000000100110110000000      0004     1
 0032300    0000010100000000000011000010000      0001     0
 0032301    0110000001000000000010000000000      0001     0
 0032302    1001000000000000000011101000000      0005     2
 0032303    0000000000000000100011000001000      0004     0
 0032304    1001001000010001000010000000000      0001     0
 0032305    0000100000000000000011000110010      0001     0
 0032306    0000000000000000010011000001000      0002     0
 0032307    0000000010000100000011000000000      0002     0
 0032308    0000001000000100000011010000000      0002     0
 0032309    0000001000000000000011001000000      0001     0
 0032310    0000000000000000000110100000000      0005     0
 0032311    0000000010100001000100100000000      0001     0
 0032312    0001000010110000000010110000000      0001     1
 0032313    0101000000100000100000100000000      0002     0
 0032314    0000100100100000000000100000000      0001     0
 0032315    0011001000000000000000010000010      0003     1
 0032316    0001010100000000000000010000010      0001     0
 0032317    0001000000000010001000111001000      0001     0
 0032318    0001000000001100000001010000000      0002     0
 0032319    1000000000100000000001010001000      0002     0
 0032320    0000000001100000000010110010000      0001     0
 0032321    0001000000000001100010110000000      0003     1
 0032322    1000100100000000000010011000000      0001     0
 0032323    0011000000001000000000011100000      0001     0
 0032324    0000000000000010000000101000010      0010     2
 0032325    0000000000000000000001101000000      0004     2
 0032326    0100010000000000100000110000000      0004     1
 0032327    0000000000001000110000100000000      0009     2
 0032328    0000100000000000100000100000010      0011     2
 0032329    0000000000000000110000100000010      0011     2
 0032330    0001000000000100100000100100000      0001     1
 0032331    0100000000000100110000010000000      0001     0
 0032332    0001000000000000100101010000000      0002     0
 0032333    0001000100000000110000000000000      0001     0
 0032334    0101010000000000100000000000000      0001     0
 0032335    0001010000100000100000000000000      0002     2
 0032336    0000000000000001100010001010000      0001     1
 0032337    1001000000000010100000100000000      0004     1
 0032338    1000100010000000100000000000000      0001     0
 0032339    0000000010010000100000010000010      0001     0
 0032340    0001000000100000110000100000000      0002     0
 0032341    0100100000000000101000010000000      0001     0
 0032342    1010000000000000100011110000000      0005     1
 0032343    0001000000000100100000000100000      0002     2
 0032344    1110000000000100100000000000000      0001     1
 0032345    0011000000000000110000010010000      0001     0
 0032346    0000000000001000000000000000010      0002     0
 0032347    1000000100001000000010110010000      0001     1
 0032348    0001000000000000001001011000100      0001     0
 0032349    0001000000000000001001010100000      0002     2
 0032350    0001000000001000010001000001000      0001     0
 0032351    0001000000100001000001000000000      0003     0
 0032352    0001001000000000000001100011000      0001     0
 0032353    0101000000000001000001110000000      0004     2
 0032354    1000000010000000010011100000000      0001     1
 0032355    0001000000000000010101000000000      0001     0
 0032356    0011000000000000000011000010000      0003     1
 0032357    0000000000000010001001100000000      0012     2
 0032358    0001010000000001000001101000000      0001     0
 0032359    0001001100000000000001000000100      0001     0
 0032360    1100000000000001000001000000000      0001     0
 0032361    0101000000000100000001000000000      0003     0
 0032362    0100000000100100010000010000000      0001     0
 0032363    0100010000010000000010100000000      0001     0
 0032364    1101000000001000000010110000000      0002     0
 0032365    0001000000000000100001110100000      0004     1
 0032366    1011000000000000000000010000000      0001     0
 0032367    0000100001000000000011100010000      0001     0
 0032368    1000000001100000000010100000000      0003     1
 0032369    1000000100000001010010000000000      0001     0
 0032370    0000000000000000000011000010100      0003     0
 0032371    1011010000000000000011110001000      0002     0
 0032372    1010000000000001000010110000000      0002     0
 0032373    0000000000010100000011000000000      0001     0
 0032374    0010000000001000010011010000000      0001     0
 0032375    1001100000000000100000111000000      0002     0
 0032376    0001000100000100000001010001000      0001     1
 0032377    0000000000101000000000110001010      0001     0
 0032378    0000000100000000000000011100000      0001     0
 0032379    0000100000010000110000010000000      0001     0
 0032380    0100100000000000000010000100000      0001     0
 0032381    0000000000000000000111000100000      0001     0
 0032382    0000000000001100101000010000000      0001     0
 0032383    1001001000000000100000000001000      0001     0
 0032384    0000001000000000110000100000110      0001     0
 0032385    0001000000000000100000011000100      0002     0
 0032386    0000000000011010100000010000000      0001     0
 0032387    0000000000010100100100000000000      0001     0
 0032388    1001100000000000000010100010000      0003     1
 0032389    0001001010000000000010100100000      0001     0
 0032390    0100100000100100000000100000000      0002     0
 0032391    0001000001000000100010110000000      0001     0
 0032392    0001000000010000001101000000000      0001     0
 0032393    0001010000000010010001010000000      0001     0
 0032394    0001000100000000100001010010000      0001     0
 0032395    1001001001000000000000110000000      0003     1
 0032396    0011000000000000000100011000100      0001     0
 0032397    0001000101000000010010110000000      0001     0
 0032398    1101000000000000010000000100000      0001     0
 0032399    0001001000100000000000100000010      0001     0
